"IDPM_PIN_CD","IDPM_DISTRICT","IDPM_COUNTRY_CD","IDPM_STATE_CD"
"603110","CHENGALPATTU","INDIA","TAMIL NADU"
"603111","CHENGALPATTU","INDIA","TAMIL NADU"
"603112","CHENGALPATTU","INDIA","TAMIL NADU"
"603127","CHENGALPATTU","INDIA","TAMIL NADU"
"603201","CHENGALPATTU","INDIA","TAMIL NADU"
"603202","KANCHIPURAM","INDIA","TAMILNADU"
"603203","KANCHIPURAM","INDIA","TAMIL NADU"
"603204","KANCHIPURAM","INDIA","TAMIL NADU"
"603209","CHENGALPATTU","INDIA","TAMIL NADU"
"603210","CHENGALPATTU","INDIA","TAMIL NADU"
"603211","CHENGALPATTU","INDIA","TAMIL NADU"
"603301","CHENGALPATTU","INDIA","TAMIL NADU"
"603302","CHENGALPATTU","INDIA","TAMIL NADU"
"603303","CHENGALPATTU","INDIA","TAMIL NADU"
"603304","CHENGALPATTU","INDIA","TAMIL NADU"
"603305","CHENGALPATTU","INDIA","TAMIL NADU"
"603306","CHENGALPATTU","INDIA","TAMIL NADU"
"603307","CHENGALPATTU","INDIA","TAMIL NADU"
"603308","CHENGALPATTU","INDIA","TAMIL NADU"
"603309","CHENGALPATTU","INDIA","TAMIL NADU"
"603310","CHENGALPATTU","INDIA","TAMIL NADU"
"603311","CHENGALPATTU","INDIA","TAMIL NADU"
"603312","CHENGALPATTU","INDIA","TAMIL NADU"
"603313","CHENGALPATTU","INDIA","TAMIL NADU"
"603314","KANCHIPURAM","INDIA","TAMIL NADU"
"603319","CHENGALPATTU","INDIA","TAMIL NADU"
"603401","CHENGALPATTU","INDIA","TAMIL NADU"
"603402","KANCHIPURAM","INDIA","TAMIL NADU"
"603403","KANCHIPURAM","INDIA","TAMIL NADU"
"603405","CHENGALPATTU","INDIA","TAMIL NADU"
"603406","KANCHIPURAM","INDIA","TAMIL NADU"
"604001","VILLUPURAM","INDIA","TAMIL NADU"
"604101","VILLUPURAM","INDIA","TAMIL NADU"
"604102","VILLUPURAM","INDIA","TAMIL NADU"
"604151","VILLUPURAM","INDIA","TAMIL NADU"
"604153","VILLUPURAM","INDIA","TAMIL NADU"
"604154","VILLUPURAM","INDIA","TAMIL NADU"
"604201","VILLUPURAM","INDIA","TAMIL NADU"
"604202","VILLUPURAM","INDIA","TAMIL NADU"
"604204","VILLUPURAM","INDIA","TAMIL NADU"
"604206","VILLUPURAM","INDIA","TAMIL NADU"
"604207","VILLUPURAM","INDIA","TAMIL NADU"
"604210","VILLUPURAM","INDIA","TAMIL NADU"
"604302","VILLUPURAM","INDIA","TAMIL NADU"
"604303","VILLUPURAM","INDIA","TAMIL NADU"
"604306","VILLUPURAM","INDIA","TAMIL NADU"
"604307","VILLUPURAM","INDIA","TAMIL NADU"
"263132","NAINITAL","INDIA","UTTARAKHAND"
"263134","NAINITAL","INDIA","UTTARAKHAND"
"263136","NAINITAL","INDIA","UTTARAKHAND"
"263137","NAINITAL","INDIA","UTTARAKHAND"
"263138","NAINITAL","INDIA","UTTARAKHAND"
"263140","NAINITAL","INDIA","UTTARAKHAND"
"263142","NAINITAL","INDIA","UTTARAKHAND"
"464114","VIDISHA","INDIA","MADHYA PRADESH"
"464220","VIDISHA","INDIA","MADHYA PRADESH"
"464221","VIDISHA","INDIA","MADHYA PRADESH"
"464224","VIDISHA","INDIA","MADHYA PRADESH"
"464226","VIDISHA","INDIA","MADHYA PRADESH"
"464228","VIDISHA","INDIA","MADHYA PRADESH"
"464240","RAISEN","INDIA","MADHYA PRADESH"
"464258","VIDISHA","INDIA","MADHYA PRADESH"
"464331","VIDISHA","INDIA","MADHYA PRADESH"
"464337","VIDISHA","INDIA","MADHYA PRADESH"
"464573","RAISEN","INDIA","MADHYA PRADESH"
"464651","RAISEN","INDIA","MADHYA PRADESH"
"464661","RAISEN","INDIA","MADHYA PRADESH"
"464665","RAISEN","INDIA","MADHYA PRADESH"
"464668","RAISEN","INDIA","MADHYA PRADESH"
"464671","RAISEN","INDIA","MADHYA PRADESH"
"464672","RAISEN","INDIA","MADHYA PRADESH"
"464770","RAISEN","INDIA","MADHYA PRADESH"
"464774","RAISEN","INDIA","MADHYA PRADESH"
"464776","RAISEN","INDIA","MADHYA PRADESH"
"464881","RAISEN","INDIA","MADHYA PRADESH"
"464884","RAISEN","INDIA","MADHYA PRADESH"
"464886","RAISEN","INDIA","MADHYA PRADESH"
"464986","RAISEN","INDIA","MADHYA PRADESH"
"464990","RAISEN","INDIA","MADHYA PRADESH"
"464993","RAISEN","INDIA","MADHYA PRADESH"
"465001","SHAJAPUR","INDIA","MADHYA PRADESH"
"465106","SHAJAPUR","INDIA","MADHYA PRADESH"
"465110","SHAJAPUR","INDIA","MADHYA PRADESH"
"465113","SHAJAPUR","INDIA","MADHYA PRADESH"
"465116","SHAJAPUR","INDIA","MADHYA PRADESH"
"465118","SHAJAPUR","INDIA","MADHYA PRADESH"
"465220","SHAJAPUR","INDIA","MADHYA PRADESH"
"465223","SHAJAPUR","INDIA","MADHYA PRADESH"
"465226","SHAJAPUR","INDIA","MADHYA PRADESH"
"465227","SHAJAPUR","INDIA","MADHYA PRADESH"
"465230","AGAR MALWA","INDIA","MADHYA PRADESH"
"465333","SHAJAPUR","INDIA","MADHYA PRADESH"
"465335","SHAJAPUR","INDIA","MADHYA PRADESH"
"465337","SHAJAPUR","INDIA","MADHYA PRADESH"
"465339","SHAJAPUR","INDIA","MADHYA PRADESH"
"465441","AGAR MALWA","INDIA","MADHYA PRADESH"
"465445","AGAR MALWA","INDIA","MADHYA PRADESH"
"465447","AGAR MALWA","INDIA","MADHYA PRADESH"
"465449","AGAR MALWA","INDIA","MADHYA PRADESH"
"465550","AGAR MALWA","INDIA","MADHYA PRADESH"
"465661","RAJGARH","INDIA","MADHYA PRADESH"
"465667","RAJGARH","INDIA","MADHYA PRADESH"
"465669","RAJGARH","INDIA","MADHYA PRADESH"
"465674","RAJGARH","INDIA","MADHYA PRADESH"
"465677","RAJGARH","INDIA","MADHYA PRADESH"
"465679","RAJGARH","INDIA","MADHYA PRADESH"
"465680","RAJGARH","INDIA","MADHYA PRADESH"
"465683","RAJGARH","INDIA","MADHYA PRADESH"
"465687","RAJGARH","INDIA","MADHYA PRADESH"
"465689","RAJGARH","INDIA","MADHYA PRADESH"
"465691","RAJGARH","INDIA","MADHYA PRADESH"
"465693","RAJGARH","INDIA","MADHYA PRADESH"
"466111","SEHORE","INDIA","MADHYA PRADESH"
"466113","SEHORE","INDIA","MADHYA PRADESH"
"466114","SEHORE","INDIA","MADHYA PRADESH"
"466115","SEHORE","INDIA","MADHYA PRADESH"
"466116","SEHORE","INDIA","MADHYA PRADESH"
"466120","SEHORE","INDIA","MADHYA PRADESH"
"466125","SEHORE","INDIA","MADHYA PRADESH"
"466331","SEHORE","INDIA","MADHYA PRADESH"
"466445","SEHORE","INDIA","MADHYA PRADESH"
"466448","SEHORE","INDIA","MADHYA PRADESH"
"466554","SEHORE","INDIA","MADHYA PRADESH"
"466661","SEHORE","INDIA","MADHYA PRADESH"
"466665","SEHORE","INDIA","MADHYA PRADESH"
"470003","SAGAR","INDIA","MADHYA PRADESH"
"470004","SAGAR","INDIA","MADHYA PRADESH"
"470021","SAGAR","INDIA","MADHYA PRADESH"
"470115","SAGAR","INDIA","MADHYA PRADESH"
"470117","SAGAR","INDIA","MADHYA PRADESH"
"470118","SAGAR","INDIA","MADHYA PRADESH"
"470119","SAGAR","INDIA","MADHYA PRADESH"
"470120","SAGAR","INDIA","MADHYA PRADESH"
"470221","SAGAR","INDIA","MADHYA PRADESH"
"470223","SAGAR","INDIA","MADHYA PRADESH"
"792102","LOHIT","INDIA","ARUNACHAL PRADESH"
"792103","NAMSAI","INDIA","ARUNACHAL PRADESH"
"792104","ANJAW","INDIA","ARUNACHAL PRADESH"
"792110","LOWER DIBANG VALLEY","INDIA","ARUNACHAL PRADESH"
"792111","LOHIT","INDIA","ARUNACHAL PRADESH"
"792120","CHANGLANG","INDIA","ARUNACHAL PRADESH"
"792121","CHANGLANG","INDIA","ARUNACHAL PRADESH"
"792122","CHANGLANG","INDIA","ARUNACHAL PRADESH"
"792123","CHANGLANG","INDIA","ARUNACHAL PRADESH"
"792131","LONGDING","INDIA","ARUNACHAL PRADESH"
"474011","GWALIOR","INDIA","MADHYA PRADESH"
"416119","KOLHAPUR","INDIA","MAHARASHTRA"
"431601","NANDED","INDIA","MAHARASHTRA"
"827013","BOKARO","INDIA","JHARKHAND"
"679341","MALAPPURAM","INDIA","KERALA"
"679357","MALAPPURAM","INDIA","KERALA"
"679501","PALAKKAD","INDIA","KERALA"
"679502","PALAKKAD","INDIA","KERALA"
"679503","PALAKKAD","INDIA","KERALA"
"679504","PALAKKAD","INDIA","KERALA"
"679505","PALAKKAD","INDIA","KERALA"
"679506","PALAKKAD","INDIA","KERALA"
"679511","PALAKKAD","INDIA","KERALA"
"679512","PALAKKAD","INDIA","KERALA"
"679513","PALAKKAD","INDIA","KERALA"
"679514","PALAKKAD","INDIA","KERALA"
"679515","PALAKKAD","INDIA","KERALA"
"679516","PALAKKAD","INDIA","KERALA"
"679521","PALAKKAD","INDIA","KERALA"
"679522","PALAKKAD","INDIA","KERALA"
"679523","PALAKKAD","INDIA","KERALA"
"679531","THRISSUR","INDIA","KERALA"
"679532","THRISSUR","INDIA","KERALA"
"679533","PALAKKAD","INDIA","KERALA"
"679534","PALAKKAD","INDIA","KERALA"
"679535","PALAKKAD","INDIA","KERALA"
"679536","PALAKKAD","INDIA","KERALA"
"679551","PALAKKAD","INDIA","KERALA"
"679552","PALAKKAD","INDIA","KERALA"
"679553","PALAKKAD","INDIA","KERALA"
"679554","PALAKKAD","INDIA","KERALA"
"679561","THRISSUR","INDIA","KERALA"
"679562","THRISSUR","INDIA","KERALA"
"679563","THRISSUR","INDIA","KERALA"
"679564","THRISSUR","INDIA","KERALA"
"679571","MALAPPURAM","INDIA","KERALA"
"679572","MALAPPURAM","INDIA","KERALA"
"679573","MALAPPURAM","INDIA","KERALA"
"679574","MALAPPURAM","INDIA","KERALA"
"679575","MALAPPURAM","INDIA","KERALA"
"679576","MALAPPURAM","INDIA","KERALA"
"679577","MALAPPURAM","INDIA","KERALA"
"679578","MALAPPURAM","INDIA","KERALA"
"679579","MALAPPURAM","INDIA","KERALA"
"679580","MALAPPURAM","INDIA","KERALA"
"679581","MALAPPURAM","INDIA","KERALA"
"679582","MALAPPURAM","INDIA","KERALA"
"679583","MALAPPURAM","INDIA","KERALA"
"679584","MALAPPURAM","INDIA","KERALA"
"679585","MALAPPURAM","INDIA","KERALA"
"679586","MALAPPURAM","INDIA","KERALA"
"679587","MALAPPURAM","INDIA","KERALA"
"679591","MALAPPURAM","INDIA","KERALA"
"680002","THRISSUR","INDIA","KERALA"
"680003","THRISSUR","INDIA","KERALA"
"680004","THRISSUR","INDIA","KERALA"
"680006","THRISSUR","INDIA","KERALA"
"680007","THRISSUR","INDIA","KERALA"
"680008","THRISSUR","INDIA","KERALA"
"680009","THRISSUR","INDIA","KERALA"
"680010","THRISSUR","INDIA","KERALA"
"680011","THRISSUR","INDIA","KERALA"
"680012","THRISSUR","INDIA","KERALA"
"781302","BARPETA","INDIA","ASSAM"
"781303","NALBARI","INDIA","ASSAM"
"781304","NALBARI","INDIA","ASSAM"
"781306","NALBARI","INDIA","ASSAM"
"781307","BARPETA","INDIA","ASSAM"
"781308","BARPETA","INDIA","ASSAM"
"781309","BARPETA","INDIA","ASSAM"
"781311","BARPETA","INDIA","ASSAM"
"781312","NALBARI","INDIA","ASSAM"
"781313","BARPETA","INDIA","ASSAM"
"781314","BARPETA","INDIA","ASSAM"
"781316","BARPETA","INDIA","ASSAM"
"781318","BARPETA","INDIA","ASSAM"
"781321","BARPETA","INDIA","ASSAM"
"781325","BARPETA","INDIA","ASSAM"
"781326","BARPETA","INDIA","ASSAM"
"221301","BHADOHI","INDIA","UTTAR PRADESH"
"221302","VARANASI","INDIA","UTTAR PRADESH"
"221303","BHADOHI","INDIA","UTTAR PRADESH"
"221304","BHADOHI","INDIA","UTTAR PRADESH"
"221306","BHADOHI","INDIA","UTTAR PRADESH"
"221307","VARANASI","INDIA","UTTAR PRADESH"
"221308","BHADOHI","INDIA","UTTAR PRADESH"
"221309","BHADOHI","INDIA","UTTAR PRADESH"
"221311","VARANASI","INDIA","UTTAR PRADESH"
"221313","VARANASI","INDIA","UTTAR PRADESH"
"221314","BHADOHI","INDIA","UTTAR PRADESH"
"221402","BHADOHI","INDIA","UTTAR PRADESH"
"221403","VARANASI","INDIA","UTTAR PRADESH"
"221405","VARANASI","INDIA","UTTAR PRADESH"
"221406","BHADOHI","INDIA","UTTAR PRADESH"
"221409","BHADOHI","INDIA","UTTAR PRADESH"
"221502","PRAYAGRAJ","INDIA","UTTAR PRADESH"
"221503","PRAYAGRAJ","INDIA","UTTAR PRADESH"
"221507","PRAYAGRAJ","INDIA","UTTAR PRADESH"
"221508","PRAYAGRAJ","INDIA","UTTAR PRADESH"
"143413","AMRITSAR","INDIA","PUNJAB"
"143414","TARN TARAN","INDIA","PUNJAB"
"143415","TARN TARAN","INDIA","PUNJAB"
"143416","TARN TARAN","INDIA","PUNJAB"
"143419","TARN TARAN","INDIA","PUNJAB"
"790001","WEST KAMENG","INDIA","ARUNACHAL PRADESH"
"790002","WEST KAMENG","INDIA","ARUNACHAL PRADESH"
"790003","WEST KAMENG","INDIA","ARUNACHAL PRADESH"
"790101","WEST KAMENG","INDIA","ARUNACHAL PRADESH"
"790103","PAKKE KESSANG","INDIA","ARUNACHAL PRADESH"
"790104","TAWANG","INDIA","ARUNACHAL PRADESH"
"790105","TAWANG","INDIA","ARUNACHAL PRADESH"
"533429","EAST GODAVARI","INDIA","ANDHRA PRADESH"
"533430","EAST GODAVARI","INDIA","ANDHRA PRADESH"
"533431","EAST GODAVARI","INDIA","ANDHRA PRADESH"
"533432","EAST GODAVARI","INDIA","ANDHRA PRADESH"
"533433","EAST GODAVARI","INDIA","ANDHRA PRADESH"
"533434","EAST GODAVARI","INDIA","ANDHRA PRADESH"
"533435","EAST GODAVARI","INDIA","ANDHRA PRADESH"
"533436","EAST GODAVARI","INDIA","ANDHRA PRADESH"
"533440","EAST GODAVARI","INDIA","ANDHRA PRADESH"
"533444","EAST GODAVARI","INDIA","ANDHRA PRADESH"
"533445","EAST GODAVARI","INDIA","ANDHRA PRADESH"
"533446","EAST GODAVARI","INDIA","ANDHRA PRADESH"
"533447","EAST GODAVARI","INDIA","ANDHRA PRADESH"
"533448","EAST GODAVARI","INDIA","ANDHRA PRADESH"
"533449","EAST GODAVARI","INDIA","ANDHRA PRADESH"
"533450","EAST GODAVARI","INDIA","ANDHRA PRADESH"
"533461","EAST GODAVARI","INDIA","ANDHRA PRADESH"
"533462","EAST GODAVARI","INDIA","ANDHRA PRADESH"
"533463","EAST GODAVARI","INDIA","ANDHRA PRADESH"
"533464","EAST GODAVARI","INDIA","ANDHRA PRADESH"
"533468","EAST GODAVARI","INDIA","ANDHRA PRADESH"
"533483","EAST GODAVARI","INDIA","ANDHRA PRADESH"
"533577","EAST GODAVARI","INDIA","ANDHRA PRADESH"
"534001","WEST GODAVARI","INDIA","ANDHRA PRADESH"
"534003","WEST GODAVARI","INDIA","ANDHRA PRADESH"
"534004","WEST GODAVARI","INDIA","ANDHRA PRADESH"
"534005","WEST GODAVARI","INDIA","ANDHRA PRADESH"
"534006","WEST GODAVARI","INDIA","ANDHRA PRADESH"
"534007","WEST GODAVARI","INDIA","ANDHRA PRADESH"
"534102","WEST GODAVARI","INDIA","ANDHRA PRADESH"
"534111","WEST GODAVARI","INDIA","ANDHRA PRADESH"
"534112","WEST GODAVARI","INDIA","ANDHRA PRADESH"
"534122","WEST GODAVARI","INDIA","ANDHRA PRADESH"
"534123","WEST GODAVARI","INDIA","ANDHRA PRADESH"
"534124","WEST GODAVARI","INDIA","ANDHRA PRADESH"
"534126","WEST GODAVARI","INDIA","ANDHRA PRADESH"
"534134","WEST GODAVARI","INDIA","ANDHRA PRADESH"
"534145","WEST GODAVARI","INDIA","ANDHRA PRADESH"
"534146","WEST GODAVARI","INDIA","ANDHRA PRADESH"
"534156","WEST GODAVARI","INDIA","ANDHRA PRADESH"
"534165","WEST GODAVARI","INDIA","ANDHRA PRADESH"
"534166","WEST GODAVARI","INDIA","ANDHRA PRADESH"
"534176","WEST GODAVARI","INDIA","ANDHRA PRADESH"
"534186","WEST GODAVARI","INDIA","ANDHRA PRADESH"
"534195","WEST GODAVARI","INDIA","ANDHRA PRADESH"
"534196","WEST GODAVARI","INDIA","ANDHRA PRADESH"
"534197","WEST GODAVARI","INDIA","ANDHRA PRADESH"
"534198","WEST GODAVARI","INDIA","ANDHRA PRADESH"
"534199","WEST GODAVARI","INDIA","ANDHRA PRADESH"
"534201","WEST GODAVARI","INDIA","ANDHRA PRADESH"
"534204","WEST GODAVARI","INDIA","ANDHRA PRADESH"
"534207","WEST GODAVARI","INDIA","ANDHRA PRADESH"
"534208","WEST GODAVARI","INDIA","ANDHRA PRADESH"
"534209","WEST GODAVARI","INDIA","ANDHRA PRADESH"
"534210","WEST GODAVARI","INDIA","ANDHRA PRADESH"
"534215","WEST GODAVARI","INDIA","ANDHRA PRADESH"
"534217","WEST GODAVARI","INDIA","ANDHRA PRADESH"
"534222","WEST GODAVARI","INDIA","ANDHRA PRADESH"
"534225","WEST GODAVARI","INDIA","ANDHRA PRADESH"
"534227","WEST GODAVARI","INDIA","ANDHRA PRADESH"
"534230","WEST GODAVARI","INDIA","ANDHRA PRADESH"
"534236","WEST GODAVARI","INDIA","ANDHRA PRADESH"
"534238","WEST GODAVARI","INDIA","ANDHRA PRADESH"
"534239","WEST GODAVARI","INDIA","ANDHRA PRADESH"
"534240","WEST GODAVARI","INDIA","ANDHRA PRADESH"
"534243","WEST GODAVARI","INDIA","ANDHRA PRADESH"
"534247","WEST GODAVARI","INDIA","ANDHRA PRADESH"
"534250","WEST GODAVARI","INDIA","ANDHRA PRADESH"
"534260","WEST GODAVARI","INDIA","ANDHRA PRADESH"
"534265","WEST GODAVARI","INDIA","ANDHRA PRADESH"
"534266","WEST GODAVARI","INDIA","ANDHRA PRADESH"
"534269","WEST GODAVARI","INDIA","ANDHRA PRADESH"
"534275","WEST GODAVARI","INDIA","ANDHRA PRADESH"
"534280","WEST GODAVARI","INDIA","ANDHRA PRADESH"
"534281","WEST GODAVARI","INDIA","ANDHRA PRADESH"
"305023","AJMER","INDIA","RAJASTHAN"
"263148","UDHAM SINGH NAGAR","INDIA","UTTARAKHAND"
"263149","UDHAM SINGH NAGAR","INDIA","UTTARAKHAND"
"263150","UDHAM SINGH NAGAR","INDIA","UTTARAKHAND"
"263151","UDHAM SINGH NAGAR","INDIA","UTTARAKHAND"
"263152","UDHAM SINGH NAGAR","INDIA","UTTARAKHAND"
"263156","NAINITAL","INDIA","UTTARAKHAND"
"263157","NAINITAL","INDIA","UTTARAKHAND"
"263158","NAINITAL","INDIA","UTTARAKHAND"
"263159","NAINITAL","INDIA","UTTARAKHAND"
"263160","UDHAM SINGH NAGAR","INDIA","UTTARAKHAND"
"263619","BAGESHWAR","INDIA","UTTARAKHAND"
"263620","BAGESHWAR","INDIA","UTTARAKHAND"
"263621","ALMORA","INDIA","UTTARAKHAND"
"263622","ALMORA","INDIA","UTTARAKHAND"
"263623","ALMORA","INDIA","UTTARAKHAND"
"263624","ALMORA","INDIA","UTTARAKHAND"
"263625","ALMORA","INDIA","UTTARAKHAND"
"263626","ALMORA","INDIA","UTTARAKHAND"
"263628","BAGESHWAR","INDIA","UTTARAKHAND"
"263629","ALMORA","INDIA","UTTARAKHAND"
"263630","BAGESHWAR","INDIA","UTTARAKHAND"
"263631","BAGESHWAR","INDIA","UTTARAKHAND"
"263632","BAGESHWAR","INDIA","UTTARAKHAND"
"263633","BAGESHWAR","INDIA","UTTARAKHAND"
"263634","BAGESHWAR","INDIA","UTTARAKHAND"
"263635","BAGESHWAR","INDIA","UTTARAKHAND"
"263636","ALMORA","INDIA","UTTARAKHAND"
"263637","ALMORA","INDIA","UTTARAKHAND"
"263638","ALMORA","INDIA","UTTARAKHAND"
"263639","BAGESHWAR","INDIA","UTTARAKHAND"
"263640","BAGESHWAR","INDIA","UTTARAKHAND"
"263641","BAGESHWAR","INDIA","UTTARAKHAND"
"263642","BAGESHWAR","INDIA","UTTARAKHAND"
"263643","ALMORA","INDIA","UTTARAKHAND"
"263645","ALMORA","INDIA","UTTARAKHAND"
"263646","ALMORA","INDIA","UTTARAKHAND"
"263651","ALMORA","INDIA","UTTARAKHAND"
"263652","ALMORA","INDIA","UTTARAKHAND"
"263653","ALMORA","INDIA","UTTARAKHAND"
"263655","ALMORA","INDIA","UTTARAKHAND"
"263656","ALMORA","INDIA","UTTARAKHAND"
"263658","ALMORA","INDIA","UTTARAKHAND"
"263659","ALMORA","INDIA","UTTARAKHAND"
"263660","ALMORA","INDIA","UTTARAKHAND"
"263661","ALMORA","INDIA","UTTARAKHAND"
"263663","ALMORA","INDIA","UTTARAKHAND"
"263664","ALMORA","INDIA","UTTARAKHAND"
"263665","ALMORA","INDIA","UTTARAKHAND"
"263667","ALMORA","INDIA","UTTARAKHAND"
"263676","ALMORA","INDIA","UTTARAKHAND"
"263679","BAGESHWAR","INDIA","UTTARAKHAND"
"263680","ALMORA","INDIA","UTTARAKHAND"
"271001","GONDA","INDIA","UTTAR PRADESH"
"271002","GONDA","INDIA","UTTAR PRADESH"
"271122","GONDA","INDIA","UTTAR PRADESH"
"271123","GONDA","INDIA","UTTAR PRADESH"
"271124","GONDA","INDIA","UTTAR PRADESH"
"271125","GONDA","INDIA","UTTAR PRADESH"
"271126","GONDA","INDIA","UTTAR PRADESH"
"271202","GONDA","INDIA","UTTAR PRADESH"
"271203","BALRAMPUR","INDIA","UTTAR PRADESH"
"271204","GONDA","INDIA","UTTAR PRADESH"
"271205","BALRAMPUR","INDIA","UTTAR PRADESH"
"271206","BALRAMPUR","INDIA","UTTAR PRADESH"
"271208","BALRAMPUR","INDIA","UTTAR PRADESH"
"271210","BALRAMPUR","INDIA","UTTAR PRADESH"
"271215","BALRAMPUR","INDIA","UTTAR PRADESH"
"271301","GONDA","INDIA","UTTAR PRADESH"
"271303","GONDA","INDIA","UTTAR PRADESH"
"271305","GONDA","INDIA","UTTAR PRADESH"
"271306","BALRAMPUR","INDIA","UTTAR PRADESH"
"271308","GONDA","INDIA","UTTAR PRADESH"
"271309","GONDA","INDIA","UTTAR PRADESH"
"271310","GONDA","INDIA","UTTAR PRADESH"
"271311","GONDA","INDIA","UTTAR PRADESH"
"271319","GONDA","INDIA","UTTAR PRADESH"
"271401","GONDA","INDIA","UTTAR PRADESH"
"271402","GONDA","INDIA","UTTAR PRADESH"
"271403","GONDA","INDIA","UTTAR PRADESH"
"271504","GONDA","INDIA","UTTAR PRADESH"
"271601","GONDA","INDIA","UTTAR PRADESH"
"271602","GONDA","INDIA","UTTAR PRADESH"
"670110","KANNUR","INDIA","KERALA"
"670330","KANNUR","INDIA","KERALA"
"670333","KANNUR","INDIA","KERALA"
"670337","KANNUR","INDIA","KERALA"
"670522","KANNUR","INDIA","KERALA"
"670564","KANNUR","INDIA","KERALA"
"670597","KANNUR","INDIA","KERALA"
"680325","THRISSUR","INDIA","KERALA"
"680693","THRISSUR","INDIA","KERALA"
"688542","ALAPPUZHA","INDIA","KERALA"
"688558","ALAPPUZHA","INDIA","KERALA"
"688583","ALAPPUZHA","INDIA","KERALA"
"689519","ALAPPUZHA","INDIA","KERALA"
"689721","PATHANAMTHITTA","INDIA","KERALA"
"160049","CHANDIGARH","INDIA","CHANDIGARH"
"160054","SAHIBZADA AJIT SINGH NAGAR","INDIA","PUNJAB"
"160058","SAHIBZADA AJIT SINGH NAGAR","INDIA","PUNJAB"
"160060","SAHIBZADA AJIT SINGH NAGAR","INDIA","PUNJAB"
"160061","CHANDIGARH","INDIA","CHANDIGARH"
"160064","SAHIBZADA AJIT SINGH NAGAR","INDIA","PUNJAB"
"160065","SAHIBZADA AJIT SINGH NAGAR","INDIA","PUNJAB"
"160068","SAHIBZADA AJIT SINGH NAGAR","INDIA","PUNJAB"
"160069","SAHIBZADA AJIT SINGH NAGAR","INDIA","PUNJAB"
"160070","SAHIBZADA AJIT SINGH NAGAR","INDIA","PUNJAB"
"163002","FIROZPUR","INDIA","PUNJAB"
"164101","SAHIBZADA AJIT SINGH NAGAR","INDIA","CHANDIGARH"
"170400","BILASPUR","INDIA","HIMACHAL PRADESH"
"170428","BILASPUR","INDIA","HIMACHAL PRADESH"
"174007","BILASPUR","INDIA","CHATTISGARH"
"174019","BILASPUR","INDIA","HIMACHAL PRADESH"
"174022","BILASPUR","INDIA","HIMACHAL PRADESH"
"144304","HOSHIARPUR","INDIA","PUNJAB"
"144424","HOSHIARPUR","INDIA","PUNJAB"
"144452","HOSHIARPUR","INDIA","PUNJAB"
"114208","HOSHIARPUR","INDIA","PUNJAB"
"160007","CHANDIGARH","INDIA","CHANDIGARH"
"160021","CHANDIGARH","INDIA","CHANDIGARH"
"160028","CHANDIGARH","INDIA","CHANDIGARH"
"160032","CHANDIGARH","INDIA","CHANDIGARH"
"160037","CHANDIGARH","INDIA","CHANDIGARH"
"160041","CHANDIGARH","INDIA","CHANDIGARH"
"160045","CHANDIGARH","INDIA","CHANDIGARH"
"160050","CHANDIGARH","INDIA","CHANDIGARH"
"160056","CHANDIGARH","INDIA","CHANDIGARH"
"160063","SAHIBZADA AJIT SINGH NAGAR","INDIA","PUNJAB"
"160067","SAHIBZADA AJIT SINGH NAGAR","INDIA","PUNJAB"
"160106","CHANDIGARH","INDIA","CHANDIGARH"
"170417","BILASPUR","INDIA","HIMACHAL PRADESH"
"145007","AMRITSAR","INDIA","PUNJAB"
"146002","HOSHIARPUR","INDIA","PUNJAB"
"146006","HOSHIARPUR","INDIA","PUNJAB"
"146013","HOSHIARPUR","INDIA","PUNJAB"
"146031","HOSHIARPUR","INDIA","PUNJAB"
"146208","HOSHIARPUR","INDIA","PUNJAB"
"147204","SANGRUR","INDIA","PUNJAB"
"147701","PATIALA","INDIA","PUNJAB"
"148004","KAPURTHALA","INDIA","PUNJAB"
"140010","AMRITSAR","INDIA","PUNJAB"
"140041","RUPNAGAR","INDIA","PUNJAB"
"140063","RUPNAGAR","INDIA","PUNJAB"
"140096","RUPNAGAR","INDIA","PUNJAB"
"140105","RUPNAGAR","INDIA","PUNJAB"
"140136","HOSHIARPUR","INDIA","PUNJAB"
"140205","HOSHIARPUR","INDIA","PUNJAB"
"490027","DURG","INDIA","CHATTISGARH"
"143306","AMRITSAR","INDIA","PUNJAB"
"143315","AMRITSAR","INDIA","PUNJAB"
"144227","HOSHIARPUR","INDIA","PUNJAB"
"491003","DURG","INDIA","CHATTISGARH"
"491321","MAHASAMUND","INDIA","CHATTISGARH"
"491333","RAJNANDGAON","INDIA","CHATTISGARH"
"493211","RAIPUR","INDIA","CHATTISGARH"
"493230","RAIPUR","INDIA","CHATTISGARH"
"493779","DHAMTARI","INDIA","CHATTISGARH"
"494113","DAKSHIN BASTAR DANTEWADA","INDIA","CHATTISGARH"
"495002","BILASPUR","INDIA","CHATTISGARH"
"495111","BILASPUR","INDIA","CHATTISGARH"
"495114","BILASPUR","INDIA","CHATTISGARH"
"495678","KORBA","INDIA","CHATTISGARH"
"152052","FIROZPUR","INDIA","PUNJAB"
"497107","SURGUJA","INDIA","CHATTISGARH"
"141140","LUDHIANA","INDIA","PUNJAB"
"141423","LUDHIANA","INDIA","PUNJAB"
"492011","RAIPUR","INDIA","CHATTISGARH"
"493328","RAIPUR","INDIA","CHATTISGARH"
